customerID,gender,SeniorCitizen,Partner,DependentsCount,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,TotalCharges,Churn
C103637,Male,1,Yes,4,No,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,16,73.18,1173.32,Yes
C103638,Male,1,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,22,111.15,2470.81,No
C103639,Female,0,Yes,3,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,34,72.03,2430.8,No
C103640,Female,1,Yes,4,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,70,44.92,3151.16,No
C103641,Female,1,Yes,2,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,16,121.78,1960.04,No
C103642,Female,1,No,1,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,24,20.0,486.33,Yes
C103643,Male,1,Yes,0,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card,47,76.15,3573.29,No
C103644,Female,0,No,1,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,48,81.53,3884.26,No
C103645,Female,0,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,26,74.69,1964.31,No
C103646,Female,0,No,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,9,90.0,781.78,No
C103647,Female,0,Yes,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,56,78.32,4359.2,Yes
C103648,Female,1,No,4,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,64,89.99,5770.99,No
C103649,Female,0,Yes,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,43,56.93,2440.61,Yes
C103650,Male,1,Yes,1,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,62,31.23,1939.13,Yes
C103651,Male,1,Yes,3,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,18,73.61,1299.32,Yes
C103652,Male,0,Yes,4,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62,44.2,2746.23,No
C103653,Female,1,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58,53.14,3098.84,Yes
C103654,Female,1,Yes,4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,64,109.84,6998.54,No
C103655,Male,0,Yes,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card,67,121.74,8161.62,No
C103656,Female,1,Yes,0,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,24,109.28,2640.77,Yes
C103657,Female,0,Yes,3,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,8,103.72,803.08,No
C103658,Male,1,Yes,4,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,53,76.8,4073.3,No
C103659,Male,0,No,3,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card,48,105.46,5063.11,No
C103660,Female,0,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,46,85.67,3947.95,No
C103661,Male,1,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,45,133.42,5998.45,No
C103662,Female,1,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,2,47.46,65.79,No
C103663,Female,1,Yes,4,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,48,95.18,4560.7,No
C103664,Female,0,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,34,37.07,1249.27,Yes
C103665,Male,0,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,2,95.35,189.34,No
C103666,Female,0,No,2,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,61,23.43,1453.33,Yes
C103667,Male,0,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,2,38.59,47.45,No
C103668,Male,0,No,0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,16,36.52,603.53,No
C103669,Male,1,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card,21,82.56,1769.12,No
C103670,Male,1,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,56,85.64,4829.98,No
C103671,Male,1,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,5,148.51,778.36,No
C103672,Female,1,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,27,72.26,1954.87,No
C103673,Male,0,No,2,No,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,26,98.18,2554.12,No
C103674,Female,0,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,29,79.83,2278.91,No
C103675,Male,1,No,0,No,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer,62,95.67,5927.19,No
C103676,Male,1,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer,23,79.31,1846.78,No
C103677,Female,1,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,25,107.99,2671.33,No
C103678,Female,0,No,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,29,43.42,1241.98,No
C103679,Female,0,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card,28,20.0,562.19,Yes
C103680,Female,0,No,0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,68,87.52,5918.28,No
C103681,Male,0,No,0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,19,20.85,432.62,No
C103682,Male,1,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,8,114.35,926.47,No
C103683,Female,0,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,30,58.56,1763.66,Yes
C103684,Female,0,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,6,43.85,279.28,Yes
C103685,Male,0,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,57,156.02,8886.36,No
C103686,Male,0,No,1,Yes,No,No,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,64,74.45,4770.4,No
C103687,Female,0,Yes,0,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,59,68.7,4033.76,Yes
C103688,Female,1,No,3,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card,57,97.44,5507.75,No
C103689,Male,1,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,30,99.46,2983.15,No
C103690,Male,1,Yes,0,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,50,109.17,5490.14,No
C103691,Female,1,No,3,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,28,35.01,1013.77,Yes
C103692,Male,0,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,61,91.08,5552.11,No
C103693,Male,1,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,14,66.2,921.27,No
C103694,Male,1,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,10,47.37,442.59,Yes
C103695,Female,1,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,70,76.44,5372.04,No
C103696,Male,0,No,2,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,25,20.66,524.96,No
C103697,Male,1,No,4,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,22,102.69,2255.4,No
C103698,Male,0,Yes,1,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,48,66.28,3141.99,No
C103699,Female,1,Yes,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,24,60.67,1420.03,No
C103700,Male,0,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,53,70.87,3758.7,No
C103701,Male,1,No,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,30,69.97,2068.25,No
C103702,Male,1,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,56,109.22,6127.08,No
C103703,Female,1,Yes,0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,5,42.13,222.39,Yes
C103704,Female,0,No,3,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,52,63.53,3277.27,No
C103705,Female,0,Yes,4,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,23,68.5,1576.47,No
C103706,Male,0,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,30,43.05,1272.72,No
C103707,Female,1,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67,79.78,5364.09,No
C103708,Male,1,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,34,53.28,1877.34,No
C103709,Female,1,No,2,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,5,32.87,161.97,Yes
C103710,Male,1,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,33,90.79,3025.62,No
C103711,Female,0,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,17,121.42,2084.7,No
C103712,Female,0,Yes,4,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,34,76.45,2597.75,Yes
C103713,Male,1,No,0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,15,71.9,1089.14,No
C103714,Female,1,No,4,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,46,71.27,3253.11,No
C103715,Male,0,No,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,16,59.52,955.07,Yes
C103716,Male,1,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,33,110.1,3627.3,No
C103717,Male,0,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,68,77.82,5318.95,No
C103718,Female,1,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,45,20.0,887.47,Yes
C103719,Male,1,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,51,110.97,5638.39,Yes
C103720,Female,1,Yes,0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55,103.62,5678.79,No
C103721,Female,0,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,66,93.05,6158.41,No
C103722,Female,1,No,3,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,63,20.0,1256.32,No
C103723,Female,1,No,3,No,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,61,74.91,4535.83,No
C103724,Male,0,Yes,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,24,101.8,2463.49,No
C103725,Female,0,No,4,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44,86.38,3770.51,Yes
C103726,Male,0,No,3,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,58,81.15,4695.73,No
C103727,Female,0,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,40,101.87,4070.59,No
C103728,Male,0,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,9,79.18,690.7,Yes
C103729,Female,1,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,36,111.11,3966.02,No
C103730,Female,1,No,0,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,15,79.85,1214.02,No
C103731,Female,1,Yes,2,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,49,77.47,3809.07,No
C103732,Male,1,No,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,61,101.77,6209.05,No
C103733,Female,0,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50,63.04,3159.31,No
C103734,Male,0,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,39,42.08,1607.1,Yes
C103735,Male,0,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43,75.11,3240.17,No
C103736,Male,1,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,38,92.71,3531.25,No
C103737,Female,0,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,32,102.76,3297.17,No
C103738,Female,1,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,16,102.93,1655.66,No
C103739,Female,0,No,1,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,48,72.94,3521.0,No
C103740,Male,1,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,25,69.86,1744.18,Yes
C103741,Male,0,Yes,0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,11,57.24,630.9,No
C103742,Female,1,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,57,82.5,4675.8,No
C103743,Male,0,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,39,25.77,1018.74,Yes
C103744,Male,0,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,37,75.68,2786.79,No
C103745,Female,1,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,37,160.49,5926.2,No
C103746,Male,0,Yes,0,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,5,29.88,141.22,Yes
C103747,Female,0,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,38,79.71,3007.53,No
C103748,Female,1,No,3,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,39,86.34,3365.13,No
C103749,Female,1,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,36,90.19,3263.32,No
C103750,Female,1,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,0,46.0,23.76,Yes
C103751,Female,0,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,54,90.47,4885.05,No
C103752,Female,0,Yes,0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,44,58.96,2607.57,No
C103753,Male,1,Yes,2,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54,32.17,1687.58,No
C103754,Male,1,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,36,103.56,3765.25,Yes
C103755,Male,0,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,23,94.94,2174.38,No
C103756,Female,1,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer,59,46.0,2695.3,No
C103757,Female,0,No,0,No,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,25,58.69,1468.88,Yes
C103758,Male,1,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,32,57.6,1829.7,No
C103759,Female,0,No,4,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,1,25.69,24.28,Yes
C103760,Male,0,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,11,97.87,1061.59,Yes
C103761,Female,1,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,8,99.0,814.54,Yes
C103762,Female,1,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,30,65.02,2004.28,No
C103763,Female,1,No,0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,18,74.16,1349.34,No
C103764,Male,0,Yes,3,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,23,78.44,1808.11,No
C103765,Male,1,No,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,55,82.33,4517.11,No
C103766,Female,1,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,49,34.57,1715.15,Yes
C103767,Female,0,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,57,89.65,5094.69,No
C103768,Female,1,Yes,1,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,58,39.73,2310.71,No
C103769,Male,1,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card,17,95.44,1612.08,No
C103770,Male,0,No,1,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,44,43.05,1869.07,No
C103771,Male,0,Yes,3,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,62,36.0,2227.74,No
C103772,Female,1,Yes,3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,21,74.16,1537.65,No
C103773,Male,1,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,27,73.48,2013.47,Yes
C103774,Male,0,Yes,4,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,38,78.11,2953.1,No
C103775,Male,0,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,57,48.22,2745.94,No
C103776,Female,0,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,10,81.08,797.81,Yes
C103777,Female,1,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,33,83.91,2744.32,Yes
C103778,Female,0,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,17,109.97,1883.18,No
C103779,Male,1,Yes,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,51,80.55,4106.16,No
C103780,Male,0,Yes,4,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card,17,57.02,1016.2,No
C103781,Male,0,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,25,34.59,885.7,No
C103782,Male,0,Yes,3,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,24,29.09,699.56,Yes
C103783,Female,0,Yes,2,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,5,84.69,430.79,No
C103784,Female,0,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer,48,98.8,4740.6,Yes
C103785,Female,1,Yes,2,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,18,48.29,848.67,No
C103786,Male,1,Yes,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,35,82.66,2864.36,No
C103787,Male,1,No,0,Yes,No,No,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,50,69.77,3467.39,No
C103788,Female,0,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56,96.55,5433.55,No
C103789,Male,1,Yes,1,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,66,100.98,6669.82,No
C103790,Male,1,No,3,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,9,20.0,190.74,Yes
C103791,Male,1,Yes,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,45,105.96,4783.94,No
C103792,Male,1,Yes,4,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,23,82.57,1895.11,No
C103793,Female,0,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,55,59.06,3236.19,No
C103794,Female,0,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,27,59.9,1657.69,No
C103795,Male,1,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,1,75.95,86.57,No
C103796,Female,0,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,61,59.89,3620.0,No
C103797,Male,0,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card,54,46.89,2496.96,No
C103798,Male,1,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,23,53.77,1251.71,Yes
C103799,Male,1,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,60,43.8,2610.33,Yes
C103800,Female,0,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,29,115.4,3344.0,Yes
C103801,Female,0,Yes,0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,29,76.68,2179.96,No
C103802,Female,1,Yes,0,Yes,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,21,142.59,2985.13,No
C103803,Male,0,Yes,4,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35,86.13,3032.79,No
C103804,Male,0,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card,71,92.67,6568.86,No
C103805,Female,1,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,3,43.15,106.05,Yes
C103806,Male,0,No,4,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,42,68.45,2870.01,No
C103807,Male,0,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,12,77.18,926.86,No
C103808,Female,0,No,2,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,8,55.88,439.99,No
C103809,Female,0,No,0,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card,4,61.06,212.67,Yes
C103810,Male,0,Yes,2,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,19,87.6,1672.27,No
C103811,Male,1,Yes,1,No,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer,52,88.19,4574.4,No
C103812,Female,0,Yes,4,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card,53,34.89,1852.66,No
C103813,Male,1,Yes,4,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,57,83.51,4740.54,No
C103814,Male,1,Yes,1,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,10,91.59,940.82,No
C103815,Male,1,Yes,0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,7,57.29,415.28,Yes
C103816,Male,0,Yes,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,70,54.24,3789.61,No
C103817,Female,1,No,4,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,66,88.24,5829.92,No
C103818,Female,0,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,50,20.0,1032.71,Yes
C103819,Female,1,Yes,3,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,60,75.06,4527.1,No
C103820,Male,0,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,57,124.03,7099.89,No
C103821,Male,0,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,41,20.0,832.1,Yes
C103822,Female,1,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,34,99.69,3378.62,No
C103823,Male,0,Yes,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,70,91.33,6404.87,Yes
C103824,Female,0,No,4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,48,31.86,1563.26,Yes
C103825,Female,0,No,4,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,63,90.61,5720.54,No
C103826,Male,0,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,14,105.04,1454.02,Yes
